index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,departure,duration_mins,arrival
4979,Air India,21-05-2019,Delhi,Cochin,18:05,3h 5m,non-stop,No info,6094,21-05-2019 18:05,185,21-05-2019 21:10
4980,Multiple carriers,21-05-2019,Delhi,Cochin,18:15,7h 15m,1 stop,No info,14067,21-05-2019 18:15,435,22-05-2019 01:30
4981,Air Asia,21-05-2019,Kolkata,Banglore,07:35,15h 55m,1 stop,No info,5192,21-05-2019 07:35,955,21-05-2019 23:30
4982,Jet Airways,21-05-2019,Delhi,Cochin,18:15,18h 20m,1 stop,In-flight meal not included,12898,21-05-2019 18:15,1100,22-05-2019 12:35
4983,IndiGo,21-05-2019,Chennai,Kolkata,22:05,2h 20m,non-stop,No info,5277,21-05-2019 22:05,140,22-05-2019 00:25
4984,IndiGo,21-05-2019,Kolkata,Banglore,06:35,5h 35m,2 stops,No info,6103,21-05-2019 06:35,335,21-05-2019 12:10
4985,Jet Airways,21-05-2019,Delhi,Cochin,09:40,9h 20m,2 stops,In-flight meal not included,13029,21-05-2019 09:40,560,21-05-2019 19:00
4986,Multiple carriers,21-05-2019,Delhi,Cochin,10:20,15h 10m,1 stop,No info,7485,21-05-2019 10:20,910,22-05-2019 01:30
4987,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,24h 55m,1 stop,No info,14388,21-05-2019 08:25,1495,22-05-2019 09:20
4988,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,12h 20m,1 stop,No info,14781,21-05-2019 08:25,740,21-05-2019 20:45
4989,Air India,21-05-2019,Kolkata,Banglore,08:20,10h 10m,2 stops,No info,10697,21-05-2019 08:20,610,21-05-2019 18:30
4990,Jet Airways,21-05-2019,Delhi,Cochin,19:30,8h 55m,2 stops,No info,15129,21-05-2019 19:30,535,22-05-2019 04:25
4991,Air India,21-05-2019,Kolkata,Banglore,08:20,12h 5m,2 stops,No info,12324,21-05-2019 08:20,725,21-05-2019 20:25
4992,Jet Airways,21-05-2019,Delhi,Cochin,13:25,29h 35m,2 stops,No info,15129,21-05-2019 13:25,1775,22-05-2019 19:00
4993,Vistara,21-05-2019,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,9345,21-05-2019 17:00,1640,22-05-2019 20:20
4994,Multiple carriers,21-05-2019,Delhi,Cochin,06:00,13h 15m,1 stop,No info,8266,21-05-2019 06:00,795,21-05-2019 19:15
4995,Air India,21-05-2019,Delhi,Cochin,17:40,5h 20m,1 stop,No info,8067,21-05-2019 17:40,320,21-05-2019 23:00
4996,Multiple carriers,21-05-2019,Delhi,Cochin,09:45,8h 25m,1 stop,No info,9646,21-05-2019 09:45,505,21-05-2019 18:10
4997,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,14h 50m,1 stop,In-flight meal not included,10844,21-05-2019 21:10,890,22-05-2019 12:00
4998,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,12h 55m,1 stop,In-flight meal not included,8586,21-05-2019 21:10,775,22-05-2019 10:05
4999,IndiGo,21-05-2019,Delhi,Cochin,23:30,5h 5m,1 stop,No info,8745,21-05-2019 23:30,305,22-05-2019 04:35
5000,IndiGo,21-05-2019,Delhi,Cochin,06:40,14h 20m,1 stop,No info,7006,21-05-2019 06:40,860,21-05-2019 21:00
5001,GoAir,21-05-2019,Banglore,Delhi,07:45,2h 55m,non-stop,No info,5048,21-05-2019 07:45,175,21-05-2019 10:40
5002,IndiGo,21-05-2019,Delhi,Cochin,08:30,12h 30m,1 stop,No info,7318,21-05-2019 08:30,750,21-05-2019 21:00
5003,IndiGo,21-05-2019,Delhi,Cochin,06:50,5h 20m,1 stop,No info,5530,21-05-2019 06:50,320,21-05-2019 12:10
5004,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,23h 50m,1 stop,No info,13941,21-05-2019 08:25,1430,22-05-2019 08:15
5005,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,8h 40m,1 stop,No info,14781,21-05-2019 20:00,520,22-05-2019 04:40
5006,Air Asia,21-05-2019,Kolkata,Banglore,22:40,12h,1 stop,No info,9719,21-05-2019 22:40,720,22-05-2019 10:40
5007,Multiple carriers,21-05-2019,Delhi,Cochin,08:45,12h 15m,1 stop,No info,7485,21-05-2019 08:45,735,21-05-2019 21:00
5008,IndiGo,21-05-2019,Delhi,Cochin,15:10,5h 40m,1 stop,No info,6027,21-05-2019 15:10,340,21-05-2019 20:50
5009,Air India,21-05-2019,Kolkata,Banglore,09:25,22h 30m,1 stop,No info,8891,21-05-2019 09:25,1350,22-05-2019 07:55
5010,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,25h 40m,1 stop,No info,13067,21-05-2019 20:25,1540,22-05-2019 22:05
5011,Vistara,21-05-2019,Kolkata,Banglore,20:20,22h 30m,1 stop,No info,9345,21-05-2019 20:20,1350,22-05-2019 18:50
5012,Air India,21-05-2019,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,13033,21-05-2019 10:00,920,22-05-2019 01:20
5013,Jet Airways,21-05-2019,Delhi,Cochin,17:30,19h 5m,1 stop,In-flight meal not included,12898,21-05-2019 17:30,1145,22-05-2019 12:35
5014,Vistara,21-05-2019,Kolkata,Banglore,07:10,27h 35m,1 stop,No info,9187,21-05-2019 07:10,1655,22-05-2019 10:45
5015,Air India,21-05-2019,Kolkata,Banglore,19:00,16h 5m,1 stop,No info,6117,21-05-2019 19:00,965,22-05-2019 11:05
5016,SpiceJet,21-05-2019,Chennai,Kolkata,08:20,2h 15m,non-stop,No check-in baggage included,3543,21-05-2019 08:20,135,21-05-2019 10:35
5017,Air India,21-05-2019,Kolkata,Banglore,14:35,24h,1 stop,No info,6528,21-05-2019 14:35,1440,22-05-2019 14:35
5018,Jet Airways,21-05-2019,Delhi,Cochin,19:10,23h 50m,2 stops,No info,15129,21-05-2019 19:10,1430,22-05-2019 19:00
5019,Air Asia,21-05-2019,Kolkata,Banglore,19:55,3h 35m,1 stop,No info,5162,21-05-2019 19:55,215,21-05-2019 23:30
5020,SpiceJet,21-05-2019,Mumbai,Hyderabad,13:15,1h 30m,non-stop,No info,2017,21-05-2019 13:15,90,21-05-2019 14:45
5021,Jet Airways,21-05-2019,Delhi,Cochin,22:50,20h 10m,1 stop,In-flight meal not included,12898,21-05-2019 22:50,1210,22-05-2019 19:00
5022,IndiGo,21-05-2019,Mumbai,Hyderabad,12:00,1h 30m,non-stop,No info,2754,21-05-2019 12:00,90,21-05-2019 13:30
5023,Multiple carriers,21-05-2019,Delhi,Cochin,19:00,6h 30m,1 stop,No info,7485,21-05-2019 19:00,390,22-05-2019 01:30
5024,Multiple carriers,21-05-2019,Delhi,Cochin,10:00,9h 15m,1 stop,No info,14848,21-05-2019 10:00,555,21-05-2019 19:15
5025,Jet Airways,21-05-2019,Delhi,Cochin,21:50,6h 35m,1 stop,In-flight meal not included,12898,21-05-2019 21:50,395,22-05-2019 04:25
5026,Multiple carriers,21-05-2019,Delhi,Cochin,13:00,8h,1 stop,No info,14067,21-05-2019 13:00,480,21-05-2019 21:00
5027,Jet Airways,21-05-2019,Delhi,Cochin,09:40,18h 45m,2 stops,In-flight meal not included,13029,21-05-2019 09:40,1125,22-05-2019 04:25
5028,IndiGo,21-05-2019,Chennai,Kolkata,19:35,2h 20m,non-stop,No info,3597,21-05-2019 19:35,140,21-05-2019 21:55
5029,Air India,21-05-2019,Delhi,Cochin,09:00,10h 15m,1 stop,No info,8372,21-05-2019 09:00,615,21-05-2019 19:15
5030,Jet Airways,21-05-2019,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678,21-05-2019 19:35,90,21-05-2019 21:05
5031,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,12h 10m,1 stop,In-flight meal not included,10844,21-05-2019 21:10,730,22-05-2019 09:20
5032,Multiple carriers,21-05-2019,Delhi,Cochin,07:00,14h,1 stop,No info,7888,21-05-2019 07:00,840,21-05-2019 21:00
5033,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,21h 5m,1 stop,In-flight meal not included,10844,21-05-2019 21:10,1265,22-05-2019 18:15
5034,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,18h 10m,1 stop,In-flight meal not included,9663,21-05-2019 14:05,1090,22-05-2019 08:15
5035,SpiceJet,21-05-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No check-in baggage included,3841,21-05-2019 22:20,140,22-05-2019 00:40
5036,Jet Airways,21-05-2019,Delhi,Cochin,09:35,27h,2 stops,In-flight meal not included,12719,21-05-2019 09:35,1620,22-05-2019 12:35
5037,Jet Airways,21-05-2019,Delhi,Cochin,21:50,21h 10m,1 stop,No info,16079,21-05-2019 21:50,1270,22-05-2019 19:00
5038,Vistara,21-05-2019,Kolkata,Banglore,07:10,25h 55m,1 stop,No info,8452,21-05-2019 07:10,1555,22-05-2019 09:05
5039,Jet Airways,21-05-2019,Banglore,Delhi,06:00,2h 45m,non-stop,No info,7229,21-05-2019 06:00,165,21-05-2019 08:45
5040,IndiGo,21-05-2019,Banglore,Delhi,07:10,2h 55m,non-stop,No info,4823,21-05-2019 07:10,175,21-05-2019 10:05
5041,Air India,21-05-2019,Kolkata,Banglore,10:00,15h 20m,2 stops,No info,13033,21-05-2019 10:00,920,22-05-2019 01:20
5042,Jet Airways,21-05-2019,Delhi,Cochin,20:55,15h 40m,1 stop,In-flight meal not included,12898,21-05-2019 20:55,940,22-05-2019 12:35
5043,Vistara,21-05-2019,Kolkata,Banglore,20:20,14h 25m,1 stop,No info,9187,21-05-2019 20:20,865,22-05-2019 10:45
5044,GoAir,21-05-2019,Delhi,Cochin,07:00,5h 55m,1 stop,No info,6633,21-05-2019 07:00,355,21-05-2019 12:55
5045,Jet Airways,21-05-2019,Delhi,Cochin,23:05,19h 55m,2 stops,No info,15129,21-05-2019 23:05,1195,22-05-2019 19:00
5046,Air India,21-05-2019,Kolkata,Banglore,12:00,9h 50m,2 stops,No info,10151,21-05-2019 12:00,590,21-05-2019 21:50
5047,Jet Airways,21-05-2019,Banglore,Delhi,11:10,2h 55m,non-stop,No info,7229,21-05-2019 11:10,175,21-05-2019 14:05
5048,SpiceJet,21-05-2019,Chennai,Kolkata,17:45,2h 20m,non-stop,No check-in baggage included,3543,21-05-2019 17:45,140,21-05-2019 20:05
5049,Jet Airways,21-05-2019,Delhi,Cochin,14:00,5h,1 stop,In-flight meal not included,12898,21-05-2019 14:00,300,21-05-2019 19:00
5050,Jet Airways,21-05-2019,Kolkata,Banglore,17:00,17h 55m,1 stop,No info,14151,21-05-2019 17:00,1075,22-05-2019 10:55
5051,Vistara,21-05-2019,Kolkata,Banglore,07:10,11h 40m,1 stop,No info,9345,21-05-2019 07:10,700,21-05-2019 18:50
5052,Multiple carriers,21-05-2019,Delhi,Cochin,08:45,10h 30m,1 stop,No info,8266,21-05-2019 08:45,630,21-05-2019 19:15
5053,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,27h 35m,1 stop,No info,13941,21-05-2019 06:30,1655,22-05-2019 10:05
5054,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,13h 20m,1 stop,In-flight meal not included,10844,21-05-2019 06:30,800,21-05-2019 19:50
5055,IndiGo,21-05-2019,Delhi,Cochin,17:10,8h 20m,1 stop,No info,6794,21-05-2019 17:10,500,22-05-2019 01:30
5056,Jet Airways,21-05-2019,Kolkata,Banglore,16:30,12h 10m,1 stop,In-flight meal not included,9663,21-05-2019 16:30,730,22-05-2019 04:40
5057,SpiceJet,21-05-2019,Kolkata,Banglore,09:00,2h 25m,non-stop,No info,4174,21-05-2019 09:00,145,21-05-2019 11:25
5058,IndiGo,21-05-2019,Delhi,Cochin,10:35,14h 55m,1 stop,No info,6794,21-05-2019 10:35,895,22-05-2019 01:30
5059,Jet Airways,21-05-2019,Delhi,Cochin,22:50,5h 35m,1 stop,No info,16079,21-05-2019 22:50,335,22-05-2019 04:25
5060,Jet Airways,21-05-2019,Delhi,Cochin,15:00,28h,1 stop,No info,16079,21-05-2019 15:00,1680,22-05-2019 19:00
5061,Air India,21-05-2019,Kolkata,Banglore,09:25,9h 5m,1 stop,No info,8366,21-05-2019 09:25,545,21-05-2019 18:30
5062,Air India,21-05-2019,Delhi,Cochin,10:55,8h 20m,2 stops,No info,13276,21-05-2019 10:55,500,21-05-2019 19:15
5063,Jet Airways,21-05-2019,Delhi,Cochin,23:05,13h 30m,2 stops,No info,15129,21-05-2019 23:05,810,22-05-2019 12:35
5064,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,16h,1 stop,In-flight meal not included,10844,21-05-2019 20:00,960,22-05-2019 12:00
5065,Jet Airways,21-05-2019,Delhi,Cochin,23:05,29h 20m,2 stops,No info,15129,21-05-2019 23:05,1760,23-05-2019 04:25
5066,Air Asia,21-05-2019,Kolkata,Banglore,06:50,3h 40m,1 stop,No info,5162,21-05-2019 06:50,220,21-05-2019 10:30
5067,SpiceJet,21-05-2019,Kolkata,Banglore,06:55,2h 35m,non-stop,No info,3873,21-05-2019 06:55,155,21-05-2019 09:30
5068,Multiple carriers,21-05-2019,Delhi,Cochin,10:20,8h 55m,1 stop,No info,8266,21-05-2019 10:20,535,21-05-2019 19:15
5069,Jet Airways,21-05-2019,Delhi,Cochin,08:00,11h,1 stop,In-flight meal not included,12898,21-05-2019 08:00,660,21-05-2019 19:00
5070,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,14h 20m,2 stops,In-flight meal not included,10118,21-05-2019 06:30,860,21-05-2019 20:50
5071,IndiGo,21-05-2019,Delhi,Cochin,15:00,10h 30m,1 stop,No info,6896,21-05-2019 15:00,630,22-05-2019 01:30
5072,Jet Airways,21-05-2019,Kolkata,Banglore,16:30,6h 5m,1 stop,No info,14781,21-05-2019 16:30,365,21-05-2019 22:35
5073,Jet Airways,21-05-2019,Banglore,Delhi,19:50,3h,non-stop,No info,7229,21-05-2019 19:50,180,21-05-2019 22:50
5074,Jet Airways,21-05-2019,Delhi,Cochin,19:45,23h 15m,1 stop,In-flight meal not included,12898,21-05-2019 19:45,1395,22-05-2019 19:00
5075,GoAir,21-05-2019,Delhi,Cochin,07:25,5h 55m,1 stop,No info,5842,21-05-2019 07:25,355,21-05-2019 13:20
5076,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,22h 45m,1 stop,No info,13067,21-05-2019 20:25,1365,22-05-2019 19:10
5077,Air India,21-05-2019,Delhi,Cochin,13:20,29h 55m,2 stops,No info,13276,21-05-2019 13:20,1795,22-05-2019 19:15
5078,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,18h 10m,1 stop,No info,14388,21-05-2019 14:05,1090,22-05-2019 08:15
5079,Air India,21-05-2019,Delhi,Cochin,18:45,24h 30m,2 stops,No info,12257,21-05-2019 18:45,1470,22-05-2019 19:15
5080,Air India,21-05-2019,Delhi,Cochin,05:00,26h 40m,2 stops,No info,11806,21-05-2019 05:00,1600,22-05-2019 07:40
5081,Multiple carriers,21-05-2019,Delhi,Cochin,10:00,9h,1 stop,No info,10197,21-05-2019 10:00,540,21-05-2019 19:00
5082,Jet Airways,21-05-2019,Delhi,Cochin,21:50,6h 35m,1 stop,No info,16079,21-05-2019 21:50,395,22-05-2019 04:25
5083,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,18h,1 stop,No info,11467,21-05-2019 20:25,1080,22-05-2019 14:25
5084,Jet Airways,21-05-2019,Delhi,Cochin,13:00,23h 35m,1 stop,In-flight meal not included,12898,21-05-2019 13:00,1415,22-05-2019 12:35
5085,Jet Airways,21-05-2019,Banglore,Delhi,06:00,2h 45m,non-stop,In-flight meal not included,4030,21-05-2019 06:00,165,21-05-2019 08:45
5086,Jet Airways,21-05-2019,Mumbai,Hyderabad,02:55,1h 25m,non-stop,In-flight meal not included,4050,21-05-2019 02:55,85,21-05-2019 04:20
5087,Multiple carriers,21-05-2019,Delhi,Cochin,09:15,9h 45m,1 stop,No info,9627,21-05-2019 09:15,585,21-05-2019 19:00
5088,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,9h 50m,1 stop,No info,14781,21-05-2019 06:30,590,21-05-2019 16:20
5089,SpiceJet,21-05-2019,Banglore,Delhi,21:10,2h 55m,non-stop,No check-in baggage included,3573,21-05-2019 21:10,175,22-05-2019 00:05
5090,Multiple carriers,21-05-2019,Delhi,Cochin,09:00,12h,1 stop,No info,14067,21-05-2019 09:00,720,21-05-2019 21:00
5091,Multiple carriers,21-05-2019,Delhi,Cochin,17:00,8h 30m,1 stop,No info,7888,21-05-2019 17:00,510,22-05-2019 01:30
5092,Multiple carriers,21-05-2019,Delhi,Cochin,10:35,8h 25m,1 stop,No info,9103,21-05-2019 10:35,505,21-05-2019 19:00
5093,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,11h 45m,1 stop,No info,14781,21-05-2019 06:30,705,21-05-2019 18:15
5094,Multiple carriers,21-05-2019,Delhi,Cochin,07:30,11h 30m,1 stop,No info,9315,21-05-2019 07:30,690,21-05-2019 19:00
5095,IndiGo,21-05-2019,Kolkata,Banglore,06:20,4h,1 stop,No info,4226,21-05-2019 06:20,240,21-05-2019 10:20
5096,Jet Airways,21-05-2019,Kolkata,Banglore,10:20,7h 15m,1 stop,In-flight meal not included,5608,21-05-2019 10:20,435,21-05-2019 17:35
5097,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,12h 20m,1 stop,In-flight meal not included,10844,21-05-2019 08:25,740,21-05-2019 20:45
5098,Jet Airways,21-05-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,8040,21-05-2019 10:20,90,21-05-2019 11:50
5099,Air India,21-05-2019,Delhi,Cochin,20:00,23h 15m,2 stops,No info,10861,21-05-2019 20:00,1395,22-05-2019 19:15
5100,Jet Airways,21-05-2019,Delhi,Cochin,13:25,23h 10m,2 stops,No info,15129,21-05-2019 13:25,1390,22-05-2019 12:35
5101,Multiple carriers,21-05-2019,Delhi,Cochin,06:40,12h 35m,1 stop,No info,7787,21-05-2019 06:40,755,21-05-2019 19:15
5102,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,14151,21-05-2019 20:25,1295,22-05-2019 18:00
5103,Air India,21-05-2019,Delhi,Cochin,05:55,25h 45m,2 stops,No info,11911,21-05-2019 05:55,1545,22-05-2019 07:40
5104,Jet Airways,21-05-2019,Delhi,Cochin,19:10,23h 50m,2 stops,No info,15129,21-05-2019 19:10,1430,22-05-2019 19:00
5105,IndiGo,21-05-2019,Delhi,Cochin,08:35,9h 35m,1 stop,No info,6442,21-05-2019 08:35,575,21-05-2019 18:10
5106,IndiGo,21-05-2019,Chennai,Kolkata,07:55,2h 20m,non-stop,No info,3850,21-05-2019 07:55,140,21-05-2019 10:15
5107,Jet Airways,21-05-2019,Delhi,Cochin,13:00,15h 25m,1 stop,In-flight meal not included,12898,21-05-2019 13:00,925,22-05-2019 04:25
5108,Air India,21-05-2019,Delhi,Cochin,05:00,38h 15m,2 stops,No info,9968,21-05-2019 05:00,2295,22-05-2019 19:15
5109,IndiGo,21-05-2019,Kolkata,Banglore,15:15,4h 50m,1 stop,No info,5170,21-05-2019 15:15,290,21-05-2019 20:05
5110,Multiple carriers,21-05-2019,Delhi,Cochin,10:00,15h 30m,1 stop,No info,7888,21-05-2019 10:00,930,22-05-2019 01:30
5111,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,23h 50m,1 stop,In-flight meal not included,10844,21-05-2019 20:00,1430,22-05-2019 19:50
5112,IndiGo,21-05-2019,Delhi,Cochin,10:35,10h 25m,1 stop,No info,6794,21-05-2019 10:35,625,21-05-2019 21:00
5113,Air India,21-05-2019,Delhi,Cochin,14:05,3h 50m,non-stop,No info,6094,21-05-2019 14:05,230,21-05-2019 17:55
5114,Jet Airways,21-05-2019,Delhi,Cochin,07:05,5h 30m,1 stop,No info,16289,21-05-2019 07:05,330,21-05-2019 12:35
5115,IndiGo,21-05-2019,Delhi,Cochin,07:15,5h 15m,1 stop,No info,5636,21-05-2019 07:15,315,21-05-2019 12:30
5116,Jet Airways,24-05-2019,Delhi,Cochin,22:50,5h 35m,1 stop,No info,16079,24-05-2019 22:50,335,25-05-2019 04:25
5117,IndiGo,24-05-2019,Kolkata,Banglore,06:20,4h,1 stop,No info,4226,24-05-2019 06:20,240,24-05-2019 10:20
5118,SpiceJet,24-05-2019,Banglore,Delhi,21:10,2h 55m,non-stop,No info,3971,24-05-2019 21:10,175,25-05-2019 00:05
5119,Jet Airways,24-05-2019,Kolkata,Banglore,06:30,13h 20m,1 stop,No info,14571,24-05-2019 06:30,800,24-05-2019 19:50
5120,SpiceJet,24-05-2019,Banglore,Delhi,21:10,2h 55m,non-stop,No check-in baggage included,3919,24-05-2019 21:10,175,25-05-2019 00:05
5121,Air India,24-05-2019,Kolkata,Banglore,12:00,19h 55m,2 stops,No info,9416,24-05-2019 12:00,1195,25-05-2019 07:55
5122,Air India,24-05-2019,Banglore,Delhi,06:10,2h 45m,non-stop,No info,8273,24-05-2019 06:10,165,24-05-2019 08:55
5123,Vistara,24-05-2019,Banglore,Delhi,07:00,2h 40m,non-stop,No info,4668,24-05-2019 07:00,160,24-05-2019 09:40
5124,Jet Airways,24-05-2019,Kolkata,Banglore,18:55,24h 55m,1 stop,In-flight meal not included,10844,24-05-2019 18:55,1495,25-05-2019 19:50
5125,SpiceJet,24-05-2019,Mumbai,Hyderabad,05:45,1h 30m,non-stop,No info,2017,24-05-2019 05:45,90,24-05-2019 07:15
5126,Vistara,24-05-2019,Chennai,Kolkata,07:05,2h 15m,non-stop,No info,3687,24-05-2019 07:05,135,24-05-2019 09:20
5127,Jet Airways,24-05-2019,Kolkata,Banglore,20:00,13h 20m,1 stop,In-flight meal not included,10844,24-05-2019 20:00,800,25-05-2019 09:20
5128,Jet Airways,24-05-2019,Kolkata,Banglore,18:55,15h 10m,1 stop,In-flight meal not included,8586,24-05-2019 18:55,910,25-05-2019 10:05
5129,Jet Airways,24-05-2019,Kolkata,Banglore,14:05,19h 15m,1 stop,In-flight meal not included,9663,24-05-2019 14:05,1155,25-05-2019 09:20
5130,Air India,24-05-2019,Delhi,Cochin,09:45,23h 40m,1 stop,No info,7480,24-05-2019 09:45,1420,25-05-2019 09:25
5131,Air India,24-05-2019,Kolkata,Banglore,14:35,24h,1 stop,No info,6528,24-05-2019 14:35,1440,25-05-2019 14:35
5132,Jet Airways,24-05-2019,Kolkata,Banglore,14:05,14h 35m,1 stop,In-flight meal not included,8586,24-05-2019 14:05,875,25-05-2019 04:40
5133,Jet Airways,24-05-2019,Kolkata,Banglore,18:55,17h 5m,1 stop,No info,14571,24-05-2019 18:55,1025,25-05-2019 12:00
5134,Jet Airways,24-05-2019,Kolkata,Banglore,06:30,11h 45m,1 stop,In-flight meal not included,10844,24-05-2019 06:30,705,24-05-2019 18:15
5135,Jet Airways,24-05-2019,Kolkata,Banglore,18:55,14h 25m,1 stop,In-flight meal not included,10844,24-05-2019 18:55,865,25-05-2019 09:20
5136,Jet Airways,24-05-2019,Mumbai,Hyderabad,02:55,1h 25m,non-stop,In-flight meal not included,4995,24-05-2019 02:55,85,24-05-2019 04:20
5137,Jet Airways,24-05-2019,Kolkata,Banglore,20:00,26h 35m,1 stop,In-flight meal not included,10844,24-05-2019 20:00,1595,25-05-2019 22:35
5138,Multiple carriers,24-05-2019,Delhi,Cochin,17:45,7h 45m,1 stop,No info,9140,24-05-2019 17:45,465,25-05-2019 01:30
5139,IndiGo,24-05-2019,Banglore,Delhi,18:55,2h 55m,non-stop,No info,4823,24-05-2019 18:55,175,24-05-2019 21:50
5140,Jet Airways,24-05-2019,Kolkata,Banglore,08:25,9h 50m,1 stop,In-flight meal not included,10844,24-05-2019 08:25,590,24-05-2019 18:15
5141,Jet Airways,24-05-2019,Banglore,Delhi,08:20,3h,non-stop,In-flight meal not included,4030,24-05-2019 08:20,180,24-05-2019 11:20
5142,Jet Airways,24-05-2019,Kolkata,Banglore,20:00,23h 50m,1 stop,In-flight meal not included,10844,24-05-2019 20:00,1430,25-05-2019 19:50
5143,IndiGo,24-05-2019,Mumbai,Hyderabad,21:20,1h 30m,non-stop,No info,2437,24-05-2019 21:20,90,24-05-2019 22:50
5144,IndiGo,24-05-2019,Banglore,Delhi,18:25,2h 55m,non-stop,No info,4823,24-05-2019 18:25,175,24-05-2019 21:20
5145,Jet Airways,24-05-2019,Kolkata,Banglore,20:00,14h 5m,1 stop,In-flight meal not included,8586,24-05-2019 20:00,845,25-05-2019 10:05
5146,Jet Airways,24-05-2019,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,14151,24-05-2019 20:25,1295,25-05-2019 18:00
5147,Jet Airways,24-05-2019,Kolkata,Banglore,21:10,14h 50m,1 stop,In-flight meal not included,9663,24-05-2019 21:10,890,25-05-2019 12:00
5148,Jet Airways,24-05-2019,Kolkata,Banglore,10:20,7h 15m,1 stop,No info,8781,24-05-2019 10:20,435,24-05-2019 17:35
5149,GoAir,24-05-2019,Kolkata,Banglore,23:30,8h 15m,1 stop,No info,7335,24-05-2019 23:30,495,25-05-2019 07:45
5150,Jet Airways,24-05-2019,Kolkata,Banglore,16:30,27h 20m,1 stop,In-flight meal not included,10844,24-05-2019 16:30,1640,25-05-2019 19:50
5151,Jet Airways,24-05-2019,Delhi,Cochin,05:30,22h 55m,2 stops,No info,15129,24-05-2019 05:30,1375,25-05-2019 04:25
5152,Air India,24-05-2019,Kolkata,Banglore,05:50,14h 35m,2 stops,No info,11201,24-05-2019 05:50,875,24-05-2019 20:25
5153,IndiGo,24-05-2019,Kolkata,Banglore,09:35,2h 45m,non-stop,No info,4804,24-05-2019 09:35,165,24-05-2019 12:20
5154,SpiceJet,24-05-2019,Kolkata,Banglore,11:35,7h 15m,1 stop,No info,8479,24-05-2019 11:35,435,24-05-2019 18:50
5155,Jet Airways,24-05-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,14178,24-05-2019 21:10,450,25-05-2019 04:40
5156,Vistara,24-05-2019,Kolkata,Banglore,20:20,24h,1 stop,No info,9345,24-05-2019 20:20,1440,25-05-2019 20:20
5157,IndiGo,24-05-2019,Banglore,Delhi,23:30,2h 50m,non-stop,No info,4591,24-05-2019 23:30,170,25-05-2019 02:20
5158,GoAir,24-05-2019,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,8855,24-05-2019 16:40,455,25-05-2019 00:15
5159,SpiceJet,24-05-2019,Mumbai,Hyderabad,22:45,1h 30m,non-stop,No check-in baggage included,1965,24-05-2019 22:45,90,25-05-2019 00:15
5160,Jet Airways,24-05-2019,Banglore,Delhi,11:10,2h 55m,non-stop,In-flight meal not included,4030,24-05-2019 11:10,175,24-05-2019 14:05
5161,IndiGo,24-05-2019,Banglore,Delhi,22:10,2h 50m,non-stop,No info,3419,24-05-2019 22:10,170,25-05-2019 01:00
